symbol,year,month,quarter,open,high,low,close,percent_change,volume,trading_days,avg_daily_volume,up_days,down_days,unchanged_days,range,volatility,avg_true_range,avg_daily_range,highest_day,lowest_day
HINDUNILVR,2026,6,,2158.5,2224.6,2065.7,2118.2,-1.86703729441743,31874860,21,1517850.47619048,8,12,0,158.9,0.0739828439795405,41.3380952380952,39.8761904761905,2026-06-17T00:00:00+05:30,2026-06-02T00:00:00+05:30
IRCTC,2026,6,,512.1,535,501,502.9,-1.79652411638353,18476561,21,879836.238095238,9,11,0,34,0.0657101574650972,9.85238095238095,9.53095238095238,2026-06-05T00:00:00+05:30,2026-06-30T00:00:00+05:30
LENSKART,2026,6,,524,532.5,482.15,514.95,-1.72709923664121,134100990,21,6385761.42857143,10,10,0,50.35,0.0989736173319667,14.6,14.5095238095238,2026-06-01T00:00:00+05:30,2026-06-24T00:00:00+05:30
KOTHARIPET,2026,6,,126,135,113.52,123.88,-1.68253968253969,1671624,21,79601.1428571429,9,11,0,21.48,0.177677291276056,4.70619047619048,4.63619047619048,2026-06-15T00:00:00+05:30,2026-06-09T00:00:00+05:30
DIVISLAB,2026,6,,6690,6887.5,6450.5,6579,-1.65919282511211,7388169,21,351817.571428571,10,10,0,437,0.065680892636039,136.595238095238,135.857142857143,2026-06-23T00:00:00+05:30,2026-06-02T00:00:00+05:30
UNOMINDA,2026,6,,1106,1153.9,1031.3,1087.8,-1.64556962025317,18589423,21,885210.619047619,10,10,0,122.6,0.112192294786932,37.4,36.2285714285714,2026-06-25T00:00:00+05:30,2026-06-12T00:00:00+05:30
GRASIM,2026,6,,3151.4,3200,3034.9,3100,-1.63102113346449,14434152,21,687340.571428572,10,10,0,165.1,0.053006629077433,57.3,55.1523809523809,2026-06-17T00:00:00+05:30,2026-06-08T00:00:00+05:30
POWERGRID,2026,6,,291,295.25,278.4,286.3,-1.61512027491409,233297853,21,11109421.5714286,11,9,0,16.85,0.0587259042893063,5.7095238095238,5.66666666666666,2026-06-24T00:00:00+05:30,2026-06-02T00:00:00+05:30
PFC,2026,6,,431,444.8,408.45,424.3,-1.55452436194895,135031628,21,6430077.52380952,11,9,0,36.35,0.0850884770795598,11.0571428571429,10.5880952380952,2026-06-22T00:00:00+05:30,2026-06-03T00:00:00+05:30
JIOFIN,2026,6,,239.99,246.85,227,236.44,-1.47922830117922,242437406,21,11544638.3809524,12,8,0,19.85,0.0836537535319805,5.05047619047619,4.59238095238095,2026-06-19T00:00:00+05:30,2026-06-11T00:00:00+05:30
EICHERMOT,2026,6,,7177,7754,6942.5,7073.5,-1.44210672983141,13826608,21,658409.904761905,9,11,0,811.5,0.110437498784906,181.142857142857,176.809523809524,2026-06-25T00:00:00+05:30,2026-06-30T00:00:00+05:30
FIRSTCRY,2026,6,,226.5,235.02,211.02,223.29,-1.41721854304636,58014049,21,2762573.76190476,9,11,0,24,0.109183313150307,7.66333333333334,7.49809523809524,2026-06-05T00:00:00+05:30,2026-06-08T00:00:00+05:30
KAYNES,2026,6,,3164.9,3399,3018.1,3121.9,-1.35865272204493,20487859,21,975612.333333333,11,9,0,380.9,0.120355881096111,107.271428571429,102.442857142857,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
NESTLEIND,2026,6,,1424.5,1454.9,1368.1,1405.2,-1.35486135486135,37895731,21,1804558.61904762,10,10,0,86.8000000000002,0.0620895441044228,32.2333333333334,32.1380952380953,2026-06-10T00:00:00+05:30,2026-06-02T00:00:00+05:30
AMBER,2026,6,,7630,8218,7120,7530,-1.31061598951507,8844726,21,421177.428571429,10,10,0,1098,0.142984708114745,265.714285714286,262.285714285714,2026-06-19T00:00:00+05:30,2026-06-12T00:00:00+05:30
HDFCAMC,2026,6,,2687.5,2735,2380.8,2653.2,-1.27627906976745,20056585,21,955075.476190476,9,11,0,354.2,0.136955429000701,74.3380952380952,69.5142857142857,2026-06-18T00:00:00+05:30,2026-06-12T00:00:00+05:30
BRITANNIA,2026,6,,5208,5298.5,5035,5146.5,-1.18087557603687,6099708,21,290462.285714286,13,7,0,263.5,0.0510094026548673,82.8095238095238,80.5238095238095,2026-06-25T00:00:00+05:30,2026-06-04T00:00:00+05:30
FABTECH,2026,6,,157.7,165,141.61,156.29,-0.894102726696257,7191621,21,342458.142857143,6,14,0,23.39,0.153475772081339,6.57047619047619,6.42095238095238,2026-06-16T00:00:00+05:30,2026-06-11T00:00:00+05:30
BAJAJFINSV,2026,6,,1794.9,1805.7,1640.5,1780.2,-0.818987130202242,22385042,21,1065954.38095238,8,12,0,165.2,0.0950757492710092,38.0952380952381,36.0571428571429,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
IOC,2026,6,,140.5,148.47,133.55,139.38,-0.797153024911035,284792533,21,13561549.1904762,11,9,0,14.92,0.105891776252421,3.32142857142857,2.81904761904762,2026-06-15T00:00:00+05:30,2026-06-11T00:00:00+05:30
SYNGENE,2026,6,,443,463.8,431.5,439.5,-0.790067720090294,19810601,21,943361.952380952,7,13,0,32.3,0.0727777986405798,12.5404761904762,12.3619047619048,2026-06-15T00:00:00+05:30,2026-06-29T00:00:00+05:30
TORNTPOWER,2026,6,,1425.7,1490,1368,1414.9,-0.757522620467136,7531971,21,358665.285714286,9,11,0,122,0.0855834338265015,40.9428571428572,40.5190476190476,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30
EXIDEIND,2026,6,,390.45,410.5,377.7,387.6,-0.729927007299261,61133167,21,2911103.19047619,8,12,0,32.8,0.0839544393591283,11.3619047619048,10.8142857142857,2026-06-25T00:00:00+05:30,2026-06-24T00:00:00+05:30
BHEL,2026,6,,417,423.7,367.6,414.1,-0.695443645083927,279044102,21,13287814.3809524,11,9,0,56.1,0.141396320167069,14.3428571428571,14.2333333333333,2026-06-19T00:00:00+05:30,2026-06-11T00:00:00+05:30
MANAPPURAM,2026,6,,325.85,330.9,282.55,324.2,-0.506367960718132,65715892,21,3129328.19047619,9,11,0,48.35,0.154549259865292,10.5809523809524,9.8047619047619,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30
MSCIINDIA,2026,6,,29.64,29.95,28.32,29.49,-0.506072874493934,4093790,21,194942.380952381,10,10,0,1.63,0.0557800736564221,0.539047619047619,0.51,2026-06-01T00:00:00+05:30,2026-06-04T00:00:00+05:30
GHCLTEXTIL,2026,6,,100.11,101.8,89.72,99.63,-0.479472580161826,11337977,21,539903.666666667,9,11,0,12.08,0.126861566466299,4.10619047619048,4.08047619047619,2026-06-01T00:00:00+05:30,2026-06-15T00:00:00+05:30
INTELLECT,2026,6,,719.65,790.95,707.1,717.25,-0.33349544917668,9558609,21,455171.857142857,9,11,0,83.85,0.11266735983364,25.3357142857143,24.5880952380952,2026-06-10T00:00:00+05:30,2026-06-30T00:00:00+05:30
ITC,2026,6,,287.8,294.55,275.05,286.95,-0.295343988881175,306841664,21,14611507.8095238,12,8,0,19.5,0.0681965793461788,4.75952380952381,4.59285714285715,2026-06-19T00:00:00+05:30,2026-06-04T00:00:00+05:30
PSB,2026,6,,24.28,25.94,23,24.24,-0.164744645799023,44102577,21,2100122.71428571,5,15,0,2.94,0.12148521280573,0.744285714285715,0.741904761904762,2026-06-17T00:00:00+05:30,2026-06-08T00:00:00+05:30
PNBHOUSING,2026,6,,1040,1079.9,950,1038.4,-0.153846153846145,16773761,21,798750.523809524,10,10,0,129.9,0.129265981140122,29.8857142857143,28.3095238095238,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30
ANANTRAJ,2026,6,,522,598.8,510.3,521.25,-0.14367816091954,66081603,21,3146743,9,11,0,88.4999999999999,0.165306530875453,20.4238095238095,19.0142857142857,2026-06-05T00:00:00+05:30,2026-06-11T00:00:00+05:30
BEL,2026,6,,412.35,435,399,411.8,-0.133381835819088,280108199,21,13338485.6666667,10,10,0,36,0.08719723183391,9.07857142857143,8.89285714285714,2026-06-23T00:00:00+05:30,2026-06-08T00:00:00+05:30
MID150BEES,2026,6,,235.5,239.89,220.68,235.19,-0.13163481953291,18391634,21,875792.095238095,12,8,0,19.21,0.0826736071973849,4.49047619047619,4.36952380952381,2026-06-23T00:00:00+05:30,2026-06-12T00:00:00+05:30
NETWORK18,2026,6,,31.63,35.13,28.86,31.59,-0.126462219411948,291212027,21,13867239.3809524,12,8,0,6.27,0.195341591870039,1.50047619047619,1.44047619047619,2026-06-19T00:00:00+05:30,2026-06-03T00:00:00+05:30
SHREECEM,2026,6,,25275,26335,23290,25250,-0.0989119683481701,727919,21,34662.8095238095,9,11,0,3045,0.123100172295964,594.761904761905,569.52380952381,2026-06-25T00:00:00+05:30,2026-06-09T00:00:00+05:30
LIQUIDBEES,2026,6,,999.99,1003,974.99,1000,0.00100001000009909,63560894,21,3026709.23809524,7,6,7,28.01,0.0280101333815875,3.40190476190475,3.40190476190475,2026-06-24T00:00:00+05:30,2026-06-02T00:00:00+05:30
ADANIPORTS,2026,6,,1809.1,1857.8,1745.2,1810.2,0.0608037145542058,46410768,21,2210036.57142857,9,11,0,112.6,0.062211417792055,40.6761904761905,40.052380952381,2026-06-10T00:00:00+05:30,2026-06-02T00:00:00+05:30
BANKINDIA,2026,6,,140.3,151,134.6,140.4,0.0712758374910865,196643970,21,9363998.57142857,9,11,0,16.4,0.114398841396171,3.8452380952381,3.76761904761905,2026-06-15T00:00:00+05:30,2026-06-02T00:00:00+05:30
HINDPETRO,2026,6,,394.05,420,361.1,394.45,0.101509960664884,131650118,21,6269053.23809524,11,9,0,58.9,0.150689854719337,11.7761904761905,10.4833333333333,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30
PNB,2026,6,,106.5,110.5,102.67,106.69,0.178403755868542,392559293,21,18693299.6666667,12,8,0,7.83,0.0730352050742211,2.32047619047619,2.23095238095238,2026-06-10T00:00:00+05:30,2026-06-02T00:00:00+05:30
LIQUIDCASE,2026,6,,114.34,114.78,114.32,114.76,0.367325520377822,352441552,21,16782931.0476191,17,0,3,0.460000000000008,0.0040162479263938,0.0342857142857136,0.0199999999999981,2026-06-30T00:00:00+05:30,2026-06-01T00:00:00+05:30
IKIO,2026,6,,151.21,166.5,147.1,151.85,0.423252430394806,1426448,21,67926.0952380952,9,11,0,19.4,0.123825647166812,6.00428571428572,5.77619047619048,2026-06-15T00:00:00+05:30,2026-06-01T00:00:00+05:30
ASHOKLEY,2026,6,,157.03,162.2,138.03,157.7,0.42667006304527,672931522,21,32044358.1904762,10,10,0,24.17,0.159514388884873,5.04,4.29476190476191,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30
SONATSOFTW,2026,6,,266.5,324.9,251.4,267.65,0.431519699812374,79994572,21,3809265.33333333,7,13,0,73.5,0.265110527129386,13.6571428571429,13.0309523809524,2026-06-18T00:00:00+05:30,2026-06-12T00:00:00+05:30
SKYGOLD,2026,6,,530,590,485.5,532.55,0.48113207547169,30505125,21,1452625,9,11,0,104.5,0.200891631117377,27.1547619047619,26.3309523809524,2026-06-04T00:00:00+05:30,2026-06-23T00:00:00+05:30
HUDCO,2026,6,,204,218,199,205.02,0.500000000000005,46745982,21,2225999.14285714,9,10,1,19,0.0916802999944854,5.4547619047619,5.26428571428571,2026-06-18T00:00:00+05:30,2026-06-02T00:00:00+05:30
MOM30IETF,2026,6,,31.31,32.52,29.97,31.47,0.511018843819866,30649342,21,1459492.47619048,11,9,0,2.55,0.0819734868199493,0.547142857142857,0.504761904761905,2026-06-25T00:00:00+05:30,2026-06-08T00:00:00+05:30
M&M,2026,6,,3050,3208.5,2900.4,3068.8,0.616393442622957,69343430,21,3302068.0952381,12,8,0,308.1,0.100915241865297,77.9285714285714,72.5238095238095,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30
CAMS,2026,6,,791.5,836,720,796.85,0.675931775110553,24863264,21,1183964.95238095,11,9,0,116,0.148805615029611,22.2642857142857,20.5880952380952,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
INDUSINDBK,2026,6,,917.75,953.5,881,924.2,0.702805774993195,46010669,21,2190984.23809524,12,8,0,72.5,0.0791980836404589,24.1714285714286,23.4595238095238,2026-06-15T00:00:00+05:30,2026-06-08T00:00:00+05:30
IRB,2026,6,,21.27,22.09,20.12,21.42,0.705218617771519,270150730,21,12864320.4761905,10,10,0,1.97,0.092914093206064,0.546666666666667,0.516190476190476,2026-06-01T00:00:00+05:30,2026-06-11T00:00:00+05:30
INOXWIND,2026,6,,89.48,94.7,80.75,90.12,0.715243629861422,346929751,21,16520464.3333333,11,9,0,13.95,0.159247441005876,3.56142857142857,3.40714285714286,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30
SRF,2026,6,,2719,2784,2610.4,2739,0.735564545788893,10325202,21,491676.285714286,11,9,0,173.6,0.0639203275268044,68.4380952380953,65.6857142857144,2026-06-16T00:00:00+05:30,2026-06-08T00:00:00+05:30
BANKBARODA,2026,6,,270.4,287.2,258,272.4,0.739644970414201,300211083,21,14295765.8571429,10,10,0,29.2,0.106753945386966,7.42619047619047,7.14285714285714,2026-06-23T00:00:00+05:30,2026-06-08T00:00:00+05:30
KTKBANK,2026,6,,271,282.95,255,273.4,0.885608856088553,42571074,21,2027194,8,12,0,27.95,0.103833498443249,9.13809523809523,8.97142857142857,2026-06-15T00:00:00+05:30,2026-06-08T00:00:00+05:30
NIFTY,2026,6,,23654.5,24261.6,23070.15,23865.75,0.893064744551777,8377121804,21,398910562.095238,11,9,0,1191.45,0.0503079294587741,260.992857142857,227.516666666666,2026-06-25T00:00:00+05:30,2026-06-08T00:00:00+05:30
AVANTEL,2026,6,,177.51,184.9,155.52,179.12,0.906991155427871,44045995,21,2097428.33333333,11,9,0,29.38,0.171479552415522,7.83619047619048,7.50190476190476,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
DCW,2026,6,,47.01,51.94,44.71,47.44,0.91469900021272,28407042,21,1352716.28571429,10,10,0,7.23,0.151013019564158,1.86142857142857,1.76809523809524,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
MIDCAPETF,2026,6,,23.05,23.92,22.11,23.28,0.997830802603039,46872648,21,2232030.85714286,12,8,0,1.81,0.0787706718614002,0.459523809523809,0.430952380952381,2026-06-23T00:00:00+05:30,2026-06-04T00:00:00+05:30
ADANIGREEN,2026,6,,1477,1557,1396,1492.2,1.02911306702776,68360446,21,3255259.33333333,8,12,0,161,0.108128334036919,48.0190476190476,47.2857142857143,2026-06-23T00:00:00+05:30,2026-06-03T00:00:00+05:30
HITECH,2026,6,,87.09,97.17,82.3,87.99,1.03341370995521,17763980,21,845903.80952381,13,7,0,14.87,0.166454336597353,3.4252380952381,3.36,2026-06-23T00:00:00+05:30,2026-06-02T00:00:00+05:30
NIFTYBEES,2026,6,,268.98,275.4,261.35,271.82,1.05584058294296,163722281,21,7796299.0952381,11,9,0,14.05,0.0522678637226834,3.11857142857144,2.88333333333335,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30
BHARTIARTL,2026,6,,1830,1927.7,1768.6,1852,1.20218579234973,153017540,21,7286549.52380952,11,9,0,159.1,0.0864374155960408,34.8714285714285,34.3047619047619,2026-06-23T00:00:00+05:30,2026-06-11T00:00:00+05:30
TURTLEMINT,2026,6,,134.9,144.95,132,136.6,1.26019273535952,13612246,2,6806123,1,0,0,12.95,0.0952310916645217,9.50999999999999,9.50999999999999,2026-06-29T00:00:00+05:30,2026-06-29T00:00:00+05:30
IOB,2026,6,,33.66,36.53,32.26,34.09,1.27748068924542,101542410,21,4835352.85714286,9,11,0,4.27,0.126049002656771,0.78904761904762,0.765238095238096,2026-06-17T00:00:00+05:30,2026-06-11T00:00:00+05:30
MAZDOCK,2026,6,,2464.9,2569,2315.1,2496.6,1.28605622946163,16942142,21,806768.666666667,9,11,0,253.9,0.103336001410916,66.7285714285715,63.452380952381,2026-06-18T00:00:00+05:30,2026-06-11T00:00:00+05:30
DCXINDIA,2026,6,,196.14,212.78,173.1,198.72,1.3153869684919,27419772,21,1305703.42857143,11,9,0,39.68,0.205877774895304,9.33142857142857,8.98571428571429,2026-06-22T00:00:00+05:30,2026-06-11T00:00:00+05:30
LOWVOL1,2026,6,,20.4,21.9,19.63,20.67,1.32352941176472,17991905,21,856757.380952381,10,10,0,2.27,0.110654596100279,0.697142857142857,0.680952380952381,2026-06-16T00:00:00+05:30,2026-06-08T00:00:00+05:30
LT,2026,6,,4089,4272.3,3854.4,4143.4,1.33039863047199,41459839,21,1974278.04761905,10,10,0,417.9,0.102623140986812,80.6523809523808,70.8380952380951,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30
HEXT,2026,6,,508,552.5,472,514.85,1.3484251968504,21776779,21,1036989.47619048,8,12,0,80.5,0.157755495313061,21.1357142857143,20.2666666666667,2026-06-02T00:00:00+05:30,2026-06-19T00:00:00+05:30
MOTHERSON,2026,6,,146.01,155.25,138.03,148.11,1.43825765358539,499811663,21,23800555.3809524,9,11,0,17.22,0.118757840670997,4.56285714285715,4.26333333333334,2026-06-25T00:00:00+05:30,2026-06-08T00:00:00+05:30
BAJAJHLDNG,2026,6,,10450,10995,9816,10603,1.46411483253589,1058477,21,50403.6666666667,11,9,0,1179,0.113731993238277,266.666666666667,253.190476190476,2026-06-23T00:00:00+05:30,2026-06-08T00:00:00+05:30
LODHA,2026,6,,941.15,972,848,955.25,1.4981671359507,45279658,21,2156174.19047619,13,7,0,124,0.13652378156195,32.2642857142857,29.8214285714286,2026-06-25T00:00:00+05:30,2026-06-11T00:00:00+05:30
RITES,2026,6,,201.49,216.94,198.32,204.51,1.49883368901682,19039238,21,906630.380952381,12,8,0,18.62,0.0901266779761027,5.56857142857142,5.22,2026-06-22T00:00:00+05:30,2026-06-02T00:00:00+05:30
