time,ltp,gammaFlip,imbalance,microprice,spread,flow,dS,IV,callSkew,putSkew,netGEX,callGEX,putGEX,I1,I2,I3
1778047252643,24116.95,24100,0.5,24195.9248046875,4.30078125,0.027675697108814006,0.6886492420520625,15.401629814663366,0.02253174263247088,-0.0885448581606087,25403.51320000001,42361.74995,-16958.236749999996,-0.17756366178690688,-0.00023048943361127466,0.0031337893229446
1778047269425,24113,24100,0,24193.849609375,5.69921875,0.0382195744326942,0.7731807191825485,15.401629814663366,0.02253174263247088,-0.0885448581606087,25403.51320000001,42361.74995,-16958.236749999996,-0.05319323793201521,0.010196368983750845,0.009469488941016726
1778047285626,24110.95,24100,0,24192.5,5,0.017456678303620986,0.7672447593033677,15.401629814663366,0.02253174263247088,-0.0885448581606087,25403.51320000001,42361.74995,-16958.236749999996,-0.02625682387136774,0.0023582854624005544,0.011651207442704257
1778047302506,24112.9,24100,0.5,24192.7998046875,8.80078125,0.022370251126847825,0.6503356858106495,15.392804746827201,0.022712311732151318,-0.08948956900338746,25061.764000000003,42240.287700000015,-17178.523699999998,0.015304558417921109,0.0058504817519026584,0.009965284338650342
1778047319146,24113.05,24100,0.8181818181818182,24194.545454545456,5,0.02225421482549456,0.8938400788285451,15.392804746827201,0.022712311732151318,-0.08948956900338746,25061.764000000003,42240.287700000015,-17178.523699999998,0.14444350087798857,-4.845298612022401e-05,0.011470888244677317
1778047335101,24112,24100,0.6363636363636364,24194.072798295456,5.099609375,0.015533184229745868,0.9300288203999733,15.392804746827201,0.022712311732151318,-0.08948956900338746,25061.764000000003,42240.287700000015,-17178.523699999998,0.15738101491303955,-0.006231725115384835,0.008913665239781073
1778047350936,24114.15,24100,0.4,24193.9595703125,5.798828125,0.01717871831584107,0.8803002108999556,15.392804746827201,0.022712311732151318,-0.08948956900338746,25061.764000000003,42240.287700000015,-17178.523699999998,0.16733885753854316,-0.0013580377365772685,0.008049188561078688
1778047366857,24112.95,24100,-0.17647058823529413,24191.712316176472,4.400390625,0.00820025080240385,0.672738092769465,15.386041567125897,0.019938460849869687,-0.08862537206535308,25267.63069999999,42313.3139,-17045.683200000003,0.15624200335800512,-0.00039335299274098715,0.0027615370973520167
1778047382485,24111.2,24100,0.75,24194.362548828125,5.099609375,0.010102836635107958,1.0184049965328348,15.386041567125897,0.019938460849869687,-0.08862537206535308,25267.63069999999,42313.3139,-17045.683200000003,0.190550916530346,0.004735108327775635,0.011502087861109435
1778047397551,24109.85,24100,0.8666666666666667,24194.666666666668,5,0.003539832472272989,0.8845263800424873,15.386041567125897,0.019938460849869687,-0.08862537206535308,25267.63069999999,42313.3139,-17045.683200000003,0.21280035785281085,0.005825604660151179,0.008990232032340026
